deviceid,company_name,totalLocations
411006,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2555
411316,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,1451
411939,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
411989,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
411990,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2245
901591,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
901793,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
901832,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
901845,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
901846,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
901847,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
901848,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
901952,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2881
902107,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,1597
902167,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2886
902168,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
902170,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,0
902241,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,0
902319,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
902328,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
902449,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,0
902450,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2896
902451,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,0
902610,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2882
902637,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
902638,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2882
902686,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2881
902687,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
902688,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
902690,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2882
902691,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
903026,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
903196,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
903241,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
903242,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
903303,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
903580,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
903606,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
903611,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
903841,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
904069,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2889
904221,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
904222,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
904223,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2881
904229,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
904422,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2887
904423,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
904651,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
904652,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2884
904868,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2885
904869,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2884
904870,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2881
904926,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2894
904973,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905007,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2881
905010,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905050,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905051,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905052,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905053,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905066,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905067,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905068,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905070,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905071,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905085,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905086,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905087,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905088,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905089,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905090,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905106,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905124,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2881
905126,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2887
905130,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2959
905133,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2906
905137,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905168,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905171,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905176,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905177,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2885
905178,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2901
905180,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2881
905181,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2881
905183,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2879
905184,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905189,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,3000
905213,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,0
905218,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2880
905260,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,0
905266,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2881
905267,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2883
905268,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,0
905270,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,0
905271,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,0
905272,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,2881
905274,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,0
905305,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,0
905336,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,0
905337,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,0
905338,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,0
905414,EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P.,0
151810,Cesar Enrique Romero Higuera,0
171515,Cesar Enrique Romero Higuera,3
35010,Juan Fernando Rua Quintero,428
30205,INVERSIONES CRIVASI S.A.S.,52
30224,Erich Eugenio Orjuela Sanchez,4
151127,C. H. PEREIRA & CIA. S.A.S.,0
151157,C. H. PEREIRA & CIA. S.A.S.,171
151184,C. H. PEREIRA & CIA. S.A.S.,201
151188,C. H. PEREIRA & CIA. S.A.S.,158
36199,DISTRIBUCIONES RIOGRANDE S.A.S.,789
36225,DISTRIBUCIONES RIOGRANDE S.A.S.,385
36781,DISTRIBUCIONES RIOGRANDE S.A.S.,289
37046,DISTRIBUCIONES RIOGRANDE S.A.S.,526
37202,DISTRIBUCIONES RIOGRANDE S.A.S.,760
37222,DISTRIBUCIONES RIOGRANDE S.A.S.,390
37362,DISTRIBUCIONES RIOGRANDE S.A.S.,459
37401,DISTRIBUCIONES RIOGRANDE S.A.S.,487
39655,DISTRIBUCIONES RIOGRANDE S.A.S.,1762
160169,DISTRIBUCIONES RIOGRANDE S.A.S.,409
160292,DISTRIBUCIONES RIOGRANDE S.A.S.,1496
160297,DISTRIBUCIONES RIOGRANDE S.A.S.,501
161035,DISTRIBUCIONES RIOGRANDE S.A.S.,0
161375,DISTRIBUCIONES RIOGRANDE S.A.S.,495
600211,DISTRIBUCIONES RIOGRANDE S.A.S.,468
600212,DISTRIBUCIONES RIOGRANDE S.A.S.,742
600215,DISTRIBUCIONES RIOGRANDE S.A.S.,623
601000,DISTRIBUCIONES RIOGRANDE S.A.S.,399
601009,DISTRIBUCIONES RIOGRANDE S.A.S.,704
601011,DISTRIBUCIONES RIOGRANDE S.A.S.,515
601279,DISTRIBUCIONES RIOGRANDE S.A.S.,517
602840,DISTRIBUCIONES RIOGRANDE S.A.S.,634
901261,DISTRIBUCIONES RIOGRANDE S.A.S.,413
901369,DISTRIBUCIONES RIOGRANDE S.A.S.,404
901373,DISTRIBUCIONES RIOGRANDE S.A.S.,412
903212,DISTRIBUCIONES RIOGRANDE S.A.S.,638
200304,AMERIVET S.A.S,387
36313,TRANSPORCAR LOGISTICA SAS,252
36314,TRANSPORCAR LOGISTICA SAS,60
36865,TRANSPORCAR LOGISTICA SAS,331
37240,TRANSPORCAR LOGISTICA SAS,114
37241,TRANSPORCAR LOGISTICA SAS,391
37417,TRANSPORCAR LOGISTICA SAS,232
39051,TRANSPORCAR LOGISTICA SAS,185
39202,TRANSPORCAR LOGISTICA SAS,99
39730,TRANSPORCAR LOGISTICA SAS,299
151022,TRANSPORCAR LOGISTICA SAS,228
151046,TRANSPORCAR LOGISTICA SAS,141
151684,TRANSPORCAR LOGISTICA SAS,149
152027,TRANSPORCAR LOGISTICA SAS,85
170031,TRANSPORCAR LOGISTICA SAS,95
170032,TRANSPORCAR LOGISTICA SAS,92
170121,TRANSPORCAR LOGISTICA SAS,101
170661,TRANSPORCAR LOGISTICA SAS,0
170721,TRANSPORCAR LOGISTICA SAS,296
171655,TRANSPORCAR LOGISTICA SAS,216
172226,TRANSPORCAR LOGISTICA SAS,3000
172332,TRANSPORCAR LOGISTICA SAS,1370
172336,TRANSPORCAR LOGISTICA SAS,0
172983,TRANSPORCAR LOGISTICA SAS,389
172984,TRANSPORCAR LOGISTICA SAS,1617
172985,TRANSPORCAR LOGISTICA SAS,283
180732,TRANSPORCAR LOGISTICA SAS,198
180733,TRANSPORCAR LOGISTICA SAS,98
180734,TRANSPORCAR LOGISTICA SAS,199
180735,TRANSPORCAR LOGISTICA SAS,329
181281,TRANSPORCAR LOGISTICA SAS,957
181394,TRANSPORCAR LOGISTICA SAS,3000
181411,TRANSPORCAR LOGISTICA SAS,0
601442,TRANSPORCAR LOGISTICA SAS,634
602184,TRANSPORCAR LOGISTICA SAS,845
602253,TRANSPORCAR LOGISTICA SAS,20
701612,TRANSPORCAR LOGISTICA SAS,86
701613,TRANSPORCAR LOGISTICA SAS,698
200039,AMAREY NOVAMEDICAL S.A.,288
200094,AMAREY NOVAMEDICAL S.A.,289
200298,AMAREY NOVAMEDICAL S.A.,290
200307,AMAREY NOVAMEDICAL S.A.,290
201155,AMAREY NOVAMEDICAL S.A.,305
30352,PROMOTORA ADOLFO HOYOS Y COMPAÑIA S.A.S,27
36193,FANETI ELECTRICA S.A.S,340
181553,Jorge Mauricio Velez Cardona,691
30375,Florentino Torres Fiallo,4
31399,Florentino Torres Fiallo,419
181529,Rosendo Carranza Velez,50
601496,EMPRESAS PUBLICAS DE LA CEJA,526
601760,EMPRESAS PUBLICAS DE LA CEJA,694
601762,EMPRESAS PUBLICAS DE LA CEJA,891
601775,EMPRESAS PUBLICAS DE LA CEJA,496
601825,EMPRESAS PUBLICAS DE LA CEJA,810
36854,COTRASAMIGO,163
36860,COTRASAMIGO,213
36941,COTRASAMIGO,990
37279,COTRASAMIGO,774
39502,COTRASAMIGO,554
151561,COTRASAMIGO,145
151562,COTRASAMIGO,161
151652,COTRASAMIGO,201
152335,COTRASAMIGO,431
160918,COTRASAMIGO,145
160919,COTRASAMIGO,151
170156,COTRASAMIGO,146
171280,COTRASAMIGO,290
171564,COTRASAMIGO,365
172219,COTRASAMIGO,374
172456,COTRASAMIGO,352
172851,COTRASAMIGO,422
172864,COTRASAMIGO,352
172896,COTRASAMIGO,665
180577,COTRASAMIGO,451
180720,COTRASAMIGO,145
181258,COTRASAMIGO,173
181265,COTRASAMIGO,267
181604,COTRASAMIGO,251
701286,COTRASAMIGO,356
701405,COTRASAMIGO,0
701760,COTRASAMIGO,613
701816,COTRASAMIGO,1221
702069,COTRASAMIGO,333
702239,COTRASAMIGO,343
200062,INSTITUTO ANTIOQUEÑO DE REPRODUCCION INSER S.A.S,334
201232,INSTITUTO ANTIOQUEÑO DE REPRODUCCION INSER S.A.S,336
36884,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,2587
36885,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,1637
36886,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,1993
36890,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,3000
37461,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,1043
37463,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,3000
37467,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,3000
37468,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,918
37469,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,1121
37471,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,3000
39783,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,3000
161014,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,1789
161403,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,0
161406,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,2879
161407,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,3000
161452,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,3000
180627,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,3000
411435,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,1108
411436,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,1704
411536,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,1881
411540,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,3000
600132,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,275
902221,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,3000
904373,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,3000
904846,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,145
904974,SERVICIOS AMBIENTALES DE CORDOBA S.A.S E.S.P.,3000
36856,Giraldo Alveiro Cuadros Chamorro,49
701680,Giraldo Alveiro Cuadros Chamorro,486
151649,Jorge Mario Vergara López,212
160139,Jorge Mario Vergara López,356
161468,Jorge Mario Vergara López,47
161469,Jorge Mario Vergara López,52
601495,Jorge Mario Vergara López,145
150598,I.C. ALZATE S.A.S,31
151767,I.C. ALZATE S.A.S,0
30518,Julio Roberto Niño,623
36249,TRANSPORTES TGG SAS,1287
36940,TRANSPORTES TGG SAS,3000
37069,TRANSPORTES TGG SAS,576
160757,TRANSPORTES TGG SAS,2533
180579,TRANSPORTES TGG SAS,747
30450,Blanca Margarita Garcia,31
30090,Santiago Yepes Builes,0
36223,Santiago Yepes Builes,434
37093,ENVIASEO E.S.P,1837
37094,ENVIASEO E.S.P,574
37096,ENVIASEO E.S.P,2347
37097,ENVIASEO E.S.P,2881
37098,ENVIASEO E.S.P,3000
37100,ENVIASEO E.S.P,0
37101,ENVIASEO E.S.P,3000
37102,ENVIASEO E.S.P,3000
37104,ENVIASEO E.S.P,485
37105,ENVIASEO E.S.P,210
37107,ENVIASEO E.S.P,3000
37108,ENVIASEO E.S.P,3000
37109,ENVIASEO E.S.P,3000
37110,ENVIASEO E.S.P,0
37111,ENVIASEO E.S.P,156
37112,ENVIASEO E.S.P,3000
37114,ENVIASEO E.S.P,3000
37115,ENVIASEO E.S.P,2131
37116,ENVIASEO E.S.P,3000
37117,ENVIASEO E.S.P,3000
37118,ENVIASEO E.S.P,3000
37119,ENVIASEO E.S.P,487
37120,ENVIASEO E.S.P,3000
37121,ENVIASEO E.S.P,3000
37122,ENVIASEO E.S.P,1441
37462,ENVIASEO E.S.P,2894
400433,ENVIASEO E.S.P,3000
400816,ENVIASEO E.S.P,3000
400860,ENVIASEO E.S.P,793
400861,ENVIASEO E.S.P,3000
401046,ENVIASEO E.S.P,3000
490545,ENVIASEO E.S.P,2304
490546,ENVIASEO E.S.P,497
701542,ENVIASEO E.S.P,227
901249,ENVIASEO E.S.P,2884
901252,ENVIASEO E.S.P,0
901254,ENVIASEO E.S.P,2881
901256,ENVIASEO E.S.P,3000
901493,ENVIASEO E.S.P,584
905417,ENVIASEO E.S.P,0
905765,ENVIASEO E.S.P,0
150103,VEHICULOS MI,84
150380,VEHICULOS MI,300
152100,VEHICULOS MI,0
152713,VEHICULOS MI,0
170378,VEHICULOS MI,651
170787,VEHICULOS MI,5
170789,VEHICULOS MI,241
410952,VEHICULOS MI,367
160928,Jairo Humberto Galeano Molina,428
161175,Jairo Humberto Galeano Molina,578
30436,John Henry Gomez Sanchez,84
171767,John Henry Gomez Sanchez,132
37282,CONMARMOLES S.A.S,145
161425,CONMARMOLES S.A.S,252
172894,VINICOL BOMBEOS S.A.S,48
151209,Jose Gerardo Bernal Hernandez,2
37441,CONSTRUTUBOS S.A.S,367
39564,CONSTRUTUBOS S.A.S,291
160761,CONSTRUTUBOS S.A.S,313
602395,CONSTRUTUBOS S.A.S,289
902890,CONSTRUTUBOS S.A.S,298
904810,CONSTRUTUBOS S.A.S,238
905493,CONSTRUTUBOS S.A.S,0
905690,CONSTRUTUBOS S.A.S,0
31376,MASSIVO LOGISTICA S.A.S,763
37655,MASSIVO LOGISTICA S.A.S,369
39454,MASSIVO LOGISTICA S.A.S,396
39498,MASSIVO LOGISTICA S.A.S,297
152358,MASSIVO LOGISTICA S.A.S,413
160443,MASSIVO LOGISTICA S.A.S,434
180565,MASSIVO LOGISTICA S.A.S,272
601734,MASSIVO LOGISTICA S.A.S,2631
601785,MASSIVO LOGISTICA S.A.S,532
601806,MASSIVO LOGISTICA S.A.S,772
602001,MASSIVO LOGISTICA S.A.S,289
901765,MASSIVO LOGISTICA S.A.S,365
902096,MASSIVO LOGISTICA S.A.S,0
902330,MASSIVO LOGISTICA S.A.S,0
902381,MASSIVO LOGISTICA S.A.S,172
902410,MASSIVO LOGISTICA S.A.S,0
904569,MASSIVO LOGISTICA S.A.S,421
30272,Gonzalo Jaramillo Garces,7
15322,LETRATIEMPO S.A,223
31055,LETRATIEMPO S.A,497
31065,LETRATIEMPO S.A,1114
31083,LETRATIEMPO S.A,370
31111,LETRATIEMPO S.A,523
31114,LETRATIEMPO S.A,1166
31117,LETRATIEMPO S.A,542
31123,LETRATIEMPO S.A,595
31129,LETRATIEMPO S.A,1049
31135,LETRATIEMPO S.A,2294
31144,LETRATIEMPO S.A,1601
31145,LETRATIEMPO S.A,1149
31146,LETRATIEMPO S.A,1732
31150,LETRATIEMPO S.A,263
31223,LETRATIEMPO S.A,363
31422,LETRATIEMPO S.A,655
161208,LETRATIEMPO S.A,188
161432,LETRATIEMPO S.A,909
412009,LETRATIEMPO S.A,581
412411,LETRATIEMPO S.A,1118
601928,LETRATIEMPO S.A,1937
601929,LETRATIEMPO S.A,353
31479,Hermelinda Mancilla Gamboa,25
31069,GUSTAVO ADOLFO VIANA PRECIADO,212
31070,GUSTAVO ADOLFO VIANA PRECIADO,296
31087,GUSTAVO ADOLFO VIANA PRECIADO,527
31102,GUSTAVO ADOLFO VIANA PRECIADO,292
31105,GUSTAVO ADOLFO VIANA PRECIADO,0
31107,GUSTAVO ADOLFO VIANA PRECIADO,291
31120,GUSTAVO ADOLFO VIANA PRECIADO,307
31162,GUSTAVO ADOLFO VIANA PRECIADO,439
31163,GUSTAVO ADOLFO VIANA PRECIADO,730
31167,GUSTAVO ADOLFO VIANA PRECIADO,407
31213,GUSTAVO ADOLFO VIANA PRECIADO,1035
31214,GUSTAVO ADOLFO VIANA PRECIADO,429
31251,GUSTAVO ADOLFO VIANA PRECIADO,330
31273,GUSTAVO ADOLFO VIANA PRECIADO,387
31309,GUSTAVO ADOLFO VIANA PRECIADO,515
31310,GUSTAVO ADOLFO VIANA PRECIADO,375
31349,GUSTAVO ADOLFO VIANA PRECIADO,549
31359,GUSTAVO ADOLFO VIANA PRECIADO,1003
31365,GUSTAVO ADOLFO VIANA PRECIADO,321
31373,GUSTAVO ADOLFO VIANA PRECIADO,642
31374,GUSTAVO ADOLFO VIANA PRECIADO,991
31382,GUSTAVO ADOLFO VIANA PRECIADO,366
31383,GUSTAVO ADOLFO VIANA PRECIADO,734
31403,GUSTAVO ADOLFO VIANA PRECIADO,289
31459,GUSTAVO ADOLFO VIANA PRECIADO,313
31470,GUSTAVO ADOLFO VIANA PRECIADO,364
31504,GUSTAVO ADOLFO VIANA PRECIADO,479
31537,GUSTAVO ADOLFO VIANA PRECIADO,382
31575,GUSTAVO ADOLFO VIANA PRECIADO,292
31576,GUSTAVO ADOLFO VIANA PRECIADO,0
31577,GUSTAVO ADOLFO VIANA PRECIADO,827
31578,GUSTAVO ADOLFO VIANA PRECIADO,289
31580,GUSTAVO ADOLFO VIANA PRECIADO,146
31583,GUSTAVO ADOLFO VIANA PRECIADO,289
31585,GUSTAVO ADOLFO VIANA PRECIADO,406
31587,GUSTAVO ADOLFO VIANA PRECIADO,498
31590,GUSTAVO ADOLFO VIANA PRECIADO,456
31594,GUSTAVO ADOLFO VIANA PRECIADO,382
31600,GUSTAVO ADOLFO VIANA PRECIADO,408
160375,GUSTAVO ADOLFO VIANA PRECIADO,289
160596,GUSTAVO ADOLFO VIANA PRECIADO,552
160624,GUSTAVO ADOLFO VIANA PRECIADO,0
160759,GUSTAVO ADOLFO VIANA PRECIADO,460
160765,GUSTAVO ADOLFO VIANA PRECIADO,289
160785,GUSTAVO ADOLFO VIANA PRECIADO,407
160810,GUSTAVO ADOLFO VIANA PRECIADO,0
160811,GUSTAVO ADOLFO VIANA PRECIADO,706
161313,GUSTAVO ADOLFO VIANA PRECIADO,0
161328,GUSTAVO ADOLFO VIANA PRECIADO,620
161420,GUSTAVO ADOLFO VIANA PRECIADO,290
161448,GUSTAVO ADOLFO VIANA PRECIADO,2038
161460,GUSTAVO ADOLFO VIANA PRECIADO,417
161480,GUSTAVO ADOLFO VIANA PRECIADO,943
161481,GUSTAVO ADOLFO VIANA PRECIADO,422
904372,GUSTAVO ADOLFO VIANA PRECIADO,524
30199,Fabio Alberto Gonzalez Gil,0
151656,Lubin De Jesus Escobar Rivera,8
30632,Nancy Yaneth Morales Moreno,610
181382,NICOLE S.A.S,207
903591,NICOLE S.A.S,504
140025,DISTRIMEDICAL S.A.S,288
140026,DISTRIQUÍMICOS ALDIR S.A.S,430
37697,COODESCOR,382
140028,COODESCOR,288
140030,COODESCOR,291
140035,COODESCOR,290
140037,COODESCOR,292
140038,COODESCOR,290
140039,COODESCOR,299
140040,COODESCOR,292
140041,COODESCOR,292
140070,COODESCOR,290
200038,COODESCOR,297
200207,COODESCOR,297
200274,COODESCOR,301
200339,COODESCOR,295
200369,COODESCOR,302
200372,COODESCOR,291
201079,COODESCOR,291
201084,COODESCOR,309
261150,COODESCOR,0
31574,TRANSPORTES LOPEZ MEDINA Y CIA  LTDA,914
37704,TRANSPORTES LOPEZ MEDINA Y CIA  LTDA,323
39135,TRANSPORTES LOPEZ MEDINA Y CIA  LTDA,740
39136,TRANSPORTES LOPEZ MEDINA Y CIA  LTDA,530
160284,TRANSPORTES LOPEZ MEDINA Y CIA  LTDA,438
161142,TRANSPORTES LOPEZ MEDINA Y CIA  LTDA,541
180673,TRANSPORTES LOPEZ MEDINA Y CIA  LTDA,292
180801,TRANSPORTES LOPEZ MEDINA Y CIA  LTDA,603
181456,TRANSPORTES LOPEZ MEDINA Y CIA  LTDA,565
601889,TRANSPORTES LOPEZ MEDINA Y CIA  LTDA,653
601980,TRANSPORTES LOPEZ MEDINA Y CIA  LTDA,422
602738,TRANSPORTES LOPEZ MEDINA Y CIA  LTDA,727
603902,TRANSPORTES LOPEZ MEDINA Y CIA  LTDA,289
604089,TRANSPORTES LOPEZ MEDINA Y CIA  LTDA,289
410930,Guardian Gps - Mi,3000
500153,Guardian Gps - Mi,3000
500156,Guardian Gps - Mi,0
500158,Guardian Gps - Mi,117
500203,Guardian Gps - Mi,0
500214,Guardian Gps - Mi,1006
602045,Guardian Gps - Mi,826
603277,Guardian Gps - Mi,289
901158,Guardian Gps - Mi,3000
901159,Guardian Gps - Mi,3000
902002,Guardian Gps - Mi,0
903065,Guardian Gps - Mi,463
170147,Ivan Camilo Duque Uribe,0
37696,Jose Alirio Duque Aguirre,2578
171056,Carlos Mario Toro Botero,398
30390,Luis Ferney Palacio Carvajal,90
151053,Luis Ferney Palacio Carvajal,94
200002,COLQUIMICOS S.A,293
31398,Rosember Saavedra Holguin,89
702132,Manuel Ricardo Jaimes Diaz,0
201160,UDEA -- GRUPO INFECCIÓN Y CÁNCER,483
201250,UDEA -- GRUPO INFECCIÓN Y CÁNCER,387
150120,Wilder Moreno Agudelo,111
31445,Antonio Elkin Giraldo Carvajal,27
201096,PANAGRO S.A,291
201097,PANAGRO S.A,291
31378,Yonier Dario Ocampo Giraldo,517
152697,Carlos Andres Ramirez Paredes,38
150296,John Alexis Zapata Casas,211
150186,Edwin Daniel Villa Rojas,14
150152,John Anderson Soto Gomez,52
701464,John Anderson Soto Gomez,73
